id,type,domain,enabled,date_added,date_modified,comment
1,0,www.bit.ly,1,1614708040,1614708040,
2,0,bit.ly,1,1614708040,1614708040,
3,0,ow.ly,1,1614708040,1614708040,
4,0,tinyurl.com,1,1614708040,1614708040,
5,0,cdn.optimizely.com,1,1614708040,1614708040,
6,0,s.shopify.com,1,1614708040,1614708040,
7,0,192.168.1.1,1,1614708240,1614708240,
8,0,app.hey.com,1,1614708240,1614708240,
9,0,appleid.apple.com,1,1614708240,1614708240,
10,0,blackboard.hartford.edu,1,1614708240,1614708240,
11,0,checkout.analogue.co,1,1614708240,1614708240,
12,0,cns.usps.com,1,1614708240,1614708240,
13,0,customerservice.costco.com,1,1614708240,1614708240,
14,0,en.community.sonos.com,1,1614708240,1614708240,
15,0,help.hulu.com,1,1614708240,1614708240,
16,0,honto.jp,1,1614708240,1614708240,
17,0,membersecure.anthem.com,1,1614708240,1614708240,
18,0,myaas.asianstudies.org,1,1614708240,1614708240,
19,0,online.citi.com,1,1614708240,1614708240,
20,0,outlook.office.com,1,1614708240,1614708240,
21,0,slickdeals.net,1,1614708240,1614708240,
22,0,store.playstation.com,1,1614708240,1614708240,
23,0,store.usps.com,1,1614708240,1614708240,
24,0,substack.com,1,1614708240,1614708240,
25,0,twitter.com,1,1614708240,1614708240,
26,0,apple.com,1,1614708297,1614708297,
27,0,mobile.pipe.aria.microsoft.com,1,1614727914,1614727914,"Added from Query Log"
28,0,self.events.data.microsoft.com,1,1614727924,1614727924,"Added from Query Log"
29,0,settings-win.data.microsoft.com,1,1614728028,1614728028,"Added from Query Log"
30,0,metrics.icloud.com,1,1614728043,1614728043,"Added from Query Log"
31,0,chtbl.com,1,1615153939,1615153939,"Added from Query Log"
32,0,sls.update.microsoft.com.akadns.net,1,1615531338,1615531338,
33,0,fe3.delivery.dsp.mp.microsoft.com.nsatc.net,1,1615531338,1615531338,
34,0,s.gateway.messenger.live.com,1,1615531370,1615531370,
35,0,client-s.gateway.messenger.live.com,1,1615531370,1615531370,
36,0,ui.skype.com,1,1615531370,1615531370,
37,0,pricelist.skype.com,1,1615531370,1615531370,
38,0,apps.skype.com,1,1615531370,1615531370,
39,0,m.hotmail.com,1,1615531371,1615531371,
40,0,sa.symcb.com,1,1615531371,1615531371,
41,0,s1.symcb.com,1,1615531371,1615531371,
42,0,s2.symcb.com,1,1615531371,1615531371,
43,0,s3.symcb.com,1,1615531371,1615531371,
44,0,s4.symcb.com,1,1615531371,1615531371,
45,0,s5.symcb.com,1,1615531372,1615531372,
46,0,officeclient.microsoft.com,1,1615531378,1615531378,
47,0,spclient.wg.spotify.com,1,1615531385,1615531385,
48,0,apresolve.spotify.com,1,1615531385,1615531385,
49,0,weeklyad.target.com,1,1615531389,1615531389,
50,0,m.weeklyad.target.com,1,1615531389,1615531389,
51,0,weeklyad.target.com.edgesuite.net,1,1615531389,1615531389,
52,0,upload.facebook.com,1,1615531393,1615531393,
53,0,creative.ak.fbcdn.net,1,1615531394,1615531394,
54,0,external-lhr0-1.xx.fbcdn.net,1,1615531394,1615531394,
55,0,external-lhr1-1.xx.fbcdn.net,1,1615531394,1615531394,
56,0,external-lhr10-1.xx.fbcdn.net,1,1615531394,1615531394,
57,0,external-lhr2-1.xx.fbcdn.net,1,1615531394,1615531394,
58,0,external-lhr3-1.xx.fbcdn.net,1,1615531394,1615531394,
59,0,external-lhr4-1.xx.fbcdn.net,1,1615531394,1615531394,
60,0,external-lhr5-1.xx.fbcdn.net,1,1615531395,1615531395,
61,0,external-lhr6-1.xx.fbcdn.net,1,1615531395,1615531395,
62,0,external-lhr7-1.xx.fbcdn.net,1,1615531395,1615531395,
63,0,external-lhr8-1.xx.fbcdn.net,1,1615531395,1615531395,
64,0,external-lhr9-1.xx.fbcdn.net,1,1615531395,1615531395,
65,0,fbcdn-creative-a.akamaihd.net,1,1615531395,1615531395,
66,0,scontent-lhr3-1.xx.fbcdn.net,1,1615531395,1615531395,
67,0,scontent.xx.fbcdn.net,1,1615531396,1615531396,
68,0,scontent.fgdl5-1.fna.fbcdn.net,1,1615531396,1615531396,
69,0,graph.facebook.com,1,1615531396,1615531396,
70,0,b-graph.facebook.com,1,1615531396,1615531396,
71,0,connect.facebook.com,1,1615531396,1615531396,
